code,title_ko,level,parent_code,name_en
7822,콘크리트공,unit,782,Concrete Placers and Assemblers
7823,건축 석공,unit,782,Construction Stonemasons
7824,건축 목공,unit,782,Construction Carpenters
7825,조적공 및 석재 부설원,unit,782,Bricklayers and Stonelayers
7829,기타 건설 관련 기능 종사원,unit,782,Other Construction-related Trade Workers
783,건축 마감 관련 기능 종사자,minor,78,
7831,미장공,unit,783,Plasters
7832,방수공,unit,783,Waterproofers
7833,단열공,unit,783,Insulation Workers
7834,바닥재 시공원,unit,783,Floor Installers
7835,도배공 및 유리 부착원,unit,783,Paperhangers and Glaziers
7836,건축 도장공,unit,783,Construction Painters
7837,새시 조립 및 설치원,unit,783,Window Chassis Assemblers and Installers
7839,기타 건축 마감 관련 기능 종사원,unit,783,Other Building Finishing-related Trade Workers
784,채굴 및 토목 관련 기능 종사자,minor,78,
7841,광원·채석원 및 석재 절단원,unit,784,"Miners, Quarry Workers, and Stone Cutters"
7842,철로 설치 및 보수원,unit,784,Railroad Track Fitters and Repairers
7849,기타 채굴 및 토목 관련 종사원,unit,784,Other Mining and Civil Engineering-related Workers
79,기타 기능 관련직,middle,7,
791,공예 및 귀금속 세공원,minor,79,
7911,공예원,unit,791,Craftworkers
7912,귀금속 및 보석 세공원,unit,791,Metalsmiths and Jewelers
792,배관공,minor,79,
7921,건설 배관공,unit,792,Construction Plumbers
7922,공업 배관공,unit,792,Industrial Plumbers
7929,기타 배관공,unit,792,Other Plumbers
799,기타 기능 관련 종사자,minor,79,
7991,세정원,unit,799,Building Maintanence and External Cleaners
7992,방역원,unit,799,Quarantine Workers
7999,기타 기능 관련 종사원,unit,799,Other Technical Workers
8,장치·기계 조작 및 조립 종사자,major,,
81,식품가공 관련 기계 조작직,middle,8,
811,식품가공 관련 기계 조작원,minor,81,
8111,제분 및 도정 관련 기계 조작원,unit,811,Miller and Rice Pounder-related Machine Operators
8112,곡물가공 제품 기계 조작원,unit,811,Cereal Product Processing Machine Operators
8113,육류·어패류 및 낙농품 가공 기계 조작원,unit,811,"Meat, Fish, and Dairy Products Processing Operators"
8114,과실 및 채소가공 관련 기계 조작원,unit,811,Fruit and Vegetable-related Machine Operators
812,음료 제조 관련 기계 조작원,minor,81,
8120,음료 제조 관련 기계 조작원,unit,812,Beverage Product-related Machine Operators
819,기타 식품가공 관련 기계 조작원,minor,81,
8190,기타 식품가공 관련 기계 조작원,unit,819,Other Food Processing-related Machine Operators
82,섬유 및 신발 관련 기계 조작직,middle,8,
821,섬유 제조 및 가공 기계 조작원,minor,82,
8211,섬유 제조 기계 조작원,unit,821,Textile Processing Machine Operators
8212,표백 및 염색 관련 기계 조작원,unit,821,Textile Bleaching and Dyeing-related Machine Operators
822,직물·신발 관련 기계 조작원,minor,82,
8221,직조기 및 편직기 조작원,unit,822,Knitting and Weaving Machine Operators
8222,신발 제조기 조작원,unit,822,Footwear Production Machine Operators
8229,기타 직물·신발 관련 기계 조작원,unit,822,Other Textile and Footwear-related Machine Operators
823,세탁 기계 조작원,minor,82,
8230,세탁 기계 조작원,unit,823,Laundry Machine Operators
83,화학 관련 기계 조작직,middle,8,
831,석유 및 화학물 가공 장치 조작원,minor,83,
8311,석유 및 천연가스 제조 관련 제어 장치 조작원,unit,831,Petroleum and Natural Gas Production-related Control Equipment Operators
8312,화학물 가공 장치 조작원,unit,831,Chemical Material Processing Machine Operators
8319,기타 석유 및 화학물 가공 장치 조작원,unit,831,Other Petroleum and Chemical Material Processing Machine Operators
832,화학·고무 및 플라스틱 제품 생산기 조작원,minor,83,
8321,화학제품 생산기 조작원,unit,832,Chemical Products Production Machine Operators
8322,타이어 및 고무제품 생산기 조작원,unit,832,Tire and Rubber Products Production Machine Operators
8323,플라스틱제품 생산기 조작원,unit,832,Plastic Products Production Machine Operators
8324,고무 및 플라스틱제품 조립원,unit,832,Rubber and Plastic Products Assemblers
84,금속 및 비금속 관련 기계 조작직,middle,8,
841,주조 및 금속가공 관련 기계 조작원,minor,84,
8411,주조기 조작원,unit,841,Metal Casting Machine Operators
8412,단조기 조작원,unit,841,Forging Machine Operators
8413,용접기 조작원,unit,841,Welding Machine Operators
8414,금속가공 관련 제어 장치 조작원,unit,841,Metal Processing-related Control Equipment Operators
8415,금속가공 기계 조작원,unit,841,Metal Processing Machine Operators
8416,제관기 조작원,unit,841,Pipe Machine Operators
8417,판금기 조작원,unit,841,Sheet Metal Machine Operators
842,도장 및 도금기 조작원,minor,84,
8421,도장기 조작원,unit,842,Painting Machine Operators
8422,도금 및 금속 분무기 조작원,unit,842,Metal Plating and Spray Operators
843,비금속제품 생산기 조작원,minor,84,
8431,유리 제조 및 가공기 조작원,unit,843,Glass Fabricating and Processing Machine Operators
8432,점토제품 생산기 조작원,unit,843,Clay Products Production Machine Operators
8433,시멘트 및 광물제품 제조기 조작원,unit,843,Cement and Mineral Products Production Machine Operators
8434,광석 및 석제품 가공기 조작원,unit,843,Mineral Ore and Stone Products Processing Machine Operators
8439,기타 비금속제품 관련 생산기 조작원,unit,843,Other Nonmetal Products-related Production Machine Operators
85,기계 제조·관련 기계 조작 및 조립직,middle,8,
851,금속 공작 기계 조작원,minor,85,
8510,금속 공작 기계 조작원,unit,851,Metalworking Machine Operators
852,냉난방 관련 설비 조작원,minor,85,
8520,냉난방 관련 설비 조작원,unit,852,Cooling and Heating-related Machine Operators
853,자동 조립라인 및 산업용로봇 조작원,minor,85,
8530,자동 조립라인 및 산업용로봇 조작원,unit,853,Automated Assembly Line Operators and Industrial Robot Operators
854,운송차량 조립원,minor,85,
8541,자동차 조립원,unit,854,Automobile Assemblers
8542,자동차 부품 조립원,unit,854,Automobile Parts Assemblers
8543,운송장비 조립원,unit,854,Transport Equipment Assemblers
8551,일반기계 조립원,unit,855,General Machinery Assemblers
855,기계 및 기계 부품 조립원,minor,85,
8552,기계 부품 조립원,unit,855,Machine Parts Assemblers
86,전기·전자 관련 기계 조작 및 조립직,middle,8,
861,발전 및 배전 장치 조작원,minor,86,
8610,발전 및 배전 장치 조작원,unit,861,Power Generation and Distribution Equipment Operators
862,전기 및 전자설비 조작원,minor,86,
8620,전기 및 전자설비 조작원,unit,862,Electrical and Electronic Equipment Operators
863,전기·전자 부품 및 제품 제조 장치 조작원,minor,86,
8632,전기 부품 및 제품 제조 기계 조작원,unit,863,Electrical Parts and Products Production Equipment Operators
8633,전자 부품 및 제품 제조 기계 조작원,unit,863,Electronic Parts and Products Production Equipment Operators
864,전기·전자 부품 및 제품 조립원,minor,86,
8640,전기·전자 부품 및 제품 조립원,unit,864,Electrical and Electronic Parts and Products Assemblers
87,운전 및 운송 관련 기계 조작직,middle,8,
871,철도·전동차 기관사 및 관련 종사자,minor,87,
8711,철도 및 전동차 기관사,unit,871,Locomotive and Electric Train Drivers
8712,철도운송 관련 종사원,unit,871,Freight Train-related Workers
872,자동차 운전원,minor,87,
8721,택시 운전원,unit,872,Taxi Drivers
8722,버스 운전원,unit,872,Bus Drivers
8723,화물차 및 특수차 운전원,unit,872,Truck and Special Motor Vehicle Drivers
8729,기타 자동차 운전원,unit,872,Other Automobile Drivers
873,물품 이동 장비 조작원,minor,87,
8730,물품 이동 장비 조작원,unit,873,Freight Handling Equipment Operators
874,건설 및 채굴기계 운전원,minor,87,
8740,건설 및 채굴기계 운전원,unit,874,Construction and Mining Machine Operators
875,선박 승무원 및 관련 종사자,minor,87,
8750,선박 승무원 및 관련 종사원,unit,875,Ship Workers and Related Workers
88,상하수도 및 재활용 처리 관련 기계 조작직,middle,8,
881,상하수도 처리 장치 조작원,minor,88,
8810,상하수도 처리 장치 조작원,unit,881,Water Treatment Plant Operators
882,재활용 처리 및 소각로 조작원,minor,88,
8820,재활용 처리 및 소각로 조작원,unit,882,Recycling Machine and Incinerator Operators
89,목재·인쇄 및 기타 기계 조작직,middle,8,
891,목재 및 종이 관련 기계 조작원,minor,89,
8911,목재 가공 관련 기계 조작원,unit,891,Wood Processing-related Machine Operators
8912,펄프 및 종이 제조 장치 조작원,unit,891,Pulp and Paper Machine Operators
8913,종이제품 생산기 조작원,unit,891,Paper Products Machine Operators
8919,기타 목재 및 종이 관련 기계 조작원,unit,891,Other Wood and Paper-related Machine Operators
892,인쇄 및 사진 현상 관련 기계 조작원,minor,89,
8921,인쇄 관련 기계 조작원,unit,892,Printing-related Machine Operators
8922,사진 인화 및 현상기 조작원,unit,892,Photo Printing and Development Machine Operators
899,기타 기계 조작원,minor,89,
8990,기타 기계 조작원,unit,899,Other Machine Operators
9,단순노무 종사자,major,,
91,건설 및 광업 관련 단순 노무직,middle,9,
910,건설 및 광업 단순 종사자,minor,91,
9100,건설 및 광업 단순 종사원,unit,910,Construction and Mining Laborers
92,운송 관련 단순 노무직,middle,9,
921,하역·적재 및 분류 단순 종사자,minor,92,
9211,하역 및 적재 단순 종사원,unit,921,Loading and Lifting Laborers
9212,화물 분류원,unit,921,Freight Classification Laborers
922,배달원,minor,92,
9221,우편집배원,unit,922,Postworkers
9222,택배원,unit,922,Door-to-Door Deliverers
9223,늘찬배달원,unit,922,Express Deliverers
9224,정기배달원,unit,922,Couriers
9229,기타 배달원,unit,922,Other Deliverers
93,제조 관련 단순 노무직,middle,9,
930,제조 관련 단순 종사자,minor,93,
9301,가구 조립원,unit,930,Furniture Assemblers
9309,기타 제조 관련 단순 종사원,unit,930,Other Production-related Laborers
94,청소 및 건물 관리 단순 노무직,middle,9,
941,청소 관련 종사자,minor,94,
9411,건물 청소원,unit,941,Building Cleaners
9412,운송 및 시설장비 청소원,unit,941,Transport and Facility Equipment Cleaners
9413,거리 및 공공장소 청소원,unit,941,Street and Public Area Cleaners
9414,재활용품 및 쓰레기 수거원,unit,941,Recyclable Material and Garbage Collectors
9419,기타 청소 관련 종사원,unit,941,Other Cleaning-related Workers
942,건물 관리원,minor,94,
9420,건물 관리원,unit,942,Building Concierges
95,가사·음식 및 판매 관련 단순 노무직,middle,9,
951,가사 및 육아 도우미,minor,95,
9511,가사 도우미,unit,951,Household Chore Helpers
9512,육아 도우미,unit,951,Nannies and Au Pairs
952,음식 관련 단순 종사자,minor,95,
9521,패스트푸드 준비원,unit,952,Fast Food Preparers
9522,주방 보조원,unit,952,Kitchen Helpers
953,판매 관련 단순 종사자,minor,95,
9531,주유원,unit,953,Gas Station Attendants
9539,기타 판매 관련 단순 종사원,unit,953,Other Sales-related Elementary Workers
99,농림어업 및 기타 서비스 단순 노무직,middle,9,
991,농림어업 관련 단순 종사자,minor,99,
9911,농업 관련 단순 종사원,unit,991,Agriculture-related Laborers
9912,임업 관련 단순 종사원,unit,991,Forestry-related Laborers
9913,어업 관련 단순 종사원,unit,991,Fisheries-related Laborers
992,계기·자판기 및 주차 관리 종사자,minor,99,
9921,계기 검침원 및 가스 점검원,unit,992,Gauge Readers and Gas Inspectors
9922,자동판매기 관리원,unit,992,Vending Machine Operators
9923,주차 관리원 및 안내원,unit,992,Parking Service Workers
999,기타 서비스 관련 단순 종사자,minor,99,
9991,구두 미화원,unit,999,Shoe Cleaners
9992,세탁원 및 다림질원,unit,999,Laundry and Ironing Workers
9993,검표원,unit,999,Ticket Inspectors
9994,대여 제품 방문 점검원,unit,999,Door-to-Door Rental Equipment Inspectors
9999,기타 서비스 관련 단순 종사원,unit,999,Other Service-related Elementary Workers
A,군인,major,,
A0,군인,middle,A,
A01,장교,minor,A0,
A011,영관급 이상 장교,unit,A01,Field Grade Officers (or Higher Rank)
A012,위관급 장교,unit,A01,Company Grade Officers
A02,준사관,minor,A0,
A020,준사관,unit,A02,Warrant Officers
A03,부사관,minor,A0,
A030,부사관,unit,A03,Non-commissioned Officers
A09,기타 군인,minor,A0,
A090,기타 군인,unit,A09,"Armed Forces, Other Ranks"
